	basename	author	title	genre	subgenre	placeName	occurrences	coord
68	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Tibre	1	41.74032, 12.23371
69	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Troie	17	39.9574327844, 26.2384586227
70	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Tyr	9	33.2698475, 35.2038435
71	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Vésuve	1	40.82293, 14.42874
72	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
73	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Athènes	2	37.9728191495, 23.7237438519
74	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Babylone	8	32.5387834636, 44.4236176449
75	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Euphrate	3	34.606583632, 41.3596819651
76	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Grèce	3	39, 22
77	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Perse	1	32, 53
78	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Rome	1	41.89193, 12.51133
79	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Rome	1	41.89193, 12.51133
80	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Égypte	2	27, 30
81	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Jérusalem	1	31.776679, 35.234156
82	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Jourdain	1	33.1864496, 35.6191595
83	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Perse	1	32, 53
84	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Sion	2	31.776679, 35.234156
85	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Syrie	1	37.5, 37.5
86	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Tyr	4	33.2698475, 35.2038435
87	MONTCHRETIEN_AMAN	MONTCHRESTIEN Antoine de (1575?-1621)	AMAN, OU LA VANITÉ TRAGÉDIE	theatre	tragedy	Vas	2	42.20187, 2.69748
88	BLEMOND_MOLIEREAUTEUIL	Émile BLÉMONT (1839-1927)	MOLIÈRE À AUTEUIL, COMÉDIE EN UN ACTE ET EN VERS	theatre	comedy	Léon	2	42.66667, -6
89	BLEMOND_MOLIEREAUTEUIL	Émile BLÉMONT (1839-1927)	MOLIÈRE À AUTEUIL, COMÉDIE EN UN ACTE ET EN VERS	theatre	comedy	Paris	5	48.85341, 2.3488
90	DORAT_CELIBATAIRE	DORAT, Claude-Joseph	LE CÉLIBATAIRE, COMÉDIE EN CINQ ACTES ET EN VERS	theatre	comedy	France	1	46, 2
91	DORAT_CELIBATAIRE	DORAT, Claude-Joseph	LE CÉLIBATAIRE, COMÉDIE EN CINQ ACTES ET EN VERS	theatre	comedy	Paris	2	48.85341, 2.3488
92	SORET_CECILIADE	Nicolas SORET (15..-16..)	LA CÉCILIADE, OU MARTYRE SANGLANT DE SAINTE CÉCILE, TRAGÉDIE.	theatre	tragedy	Cythère	1	36.2400122314, 22.9829428015
93	SORET_CECILIADE	Nicolas SORET (15..-16..)	LA CÉCILIADE, OU MARTYRE SANGLANT DE SAINTE CÉCILE, TRAGÉDIE.	theatre	tragedy	France	1	46, 2
94	SORET_CECILIADE	Nicolas SORET (15..-16..)	LA CÉCILIADE, OU MARTYRE SANGLANT DE SAINTE CÉCILE, TRAGÉDIE.	theatre	tragedy	Inde	1	22.5, 77.5
95	SORET_CECILIADE	Nicolas SORET (15..-16..)	LA CÉCILIADE, OU MARTYRE SANGLANT DE SAINTE CÉCILE, TRAGÉDIE.	theatre	tragedy	Italie	1	42.83333, 12.83333
96	SORET_CECILIADE	Nicolas SORET (15..-16..)	LA CÉCILIADE, OU MARTYRE SANGLANT DE SAINTE CÉCILE, TRAGÉDIE.	theatre	tragedy	Jérusalem	1	31.776679, 35.234156
97	SORET_CECILIADE	Nicolas SORET (15..-16..)	LA CÉCILIADE, OU MARTYRE SANGLANT DE SAINTE CÉCILE, TRAGÉDIE.	theatre	tragedy	Paris	15	48.85341, 2.3488
