	Unnamed: 0	basename	author	title	genre	subgenre	placeName	occurrences	coord	long	lat	prediction
2475	2475	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Seine	1	49.44469, 0.38177	49.44469	0.38177	0
2476	2476	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Sion	1	31.776679, 35.234156	31.776679	35.234156	1
2477	2477	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6	37.5, 37.5	37.5	37.5	1
2478	2478	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6	37.5, 37.5	37.5	37.5	1
2479	2479	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6	37.5, 37.5	37.5	37.5	1
2480	2480	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6	37.5, 37.5	37.5	37.5	1
2481	2481	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6	37.5, 37.5	37.5	37.5	1
2482	2482	VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6	37.5, 37.5	37.5	37.5	1
2483	2483	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Bretagne	3	48.16667, -2.83333	48.16667	-2.83333	0
2484	2484	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Bretagne	3	48.16667, -2.83333	48.16667	-2.83333	0
2485	2485	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Bretagne	3	48.16667, -2.83333	48.16667	-2.83333	0
2486	2486	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4	48.85341, 2.3488	48.85341	2.3488	0
2487	2487	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4	48.85341, 2.3488	48.85341	2.3488	0
2488	2488	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4	48.85341, 2.3488	48.85341	2.3488	0
2489	2489	PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4	48.85341, 2.3488	48.85341	2.3488	0
2490	2490	LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Bordeaux	1	44.84044, -0.5805	44.84044	-0.5805	0
2491	2491	LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Égypte	1	27, 30	27.0	30.0	1
2492	2492	LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Paris	1	48.85341, 2.3488	48.85341	2.3488	0
2493	2493	LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Thèbes	1	38.319156, 23.317577	38.319156	23.317577	1
2494	2494	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Espagne	1	40, -4	40.0	-4.0	0
2495	2495	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	France	2	46, 2	46.0	2.0	0
2496	2496	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	France	2	46, 2	46.0	2.0	0
2497	2497	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5	42.83333, 12.83333	42.83333	12.83333	0
2498	2498	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5	42.83333, 12.83333	42.83333	12.83333	0
2499	2499	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5	42.83333, 12.83333	42.83333	12.83333	0
2500	2500	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5	42.83333, 12.83333	42.83333	12.83333	0
2501	2501	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5	42.83333, 12.83333	42.83333	12.83333	0
2502	2502	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Normandie	1	49.19906, 0.49988	49.19906	0.49988	0
2503	2503	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2504	2504	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2505	2505	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2506	2506	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2507	2507	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2508	2508	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2509	2509	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2510	2510	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8	48.85341, 2.3488	48.85341	2.3488	0
2511	2511	FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Tyr	1	33.2698475, 35.2038435	33.2698475	35.2038435	1
2512	2512	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Asie	1	29.84064, 89.29688	29.84064	89.29688	1
2513	2513	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Europe	1	48.69096, 9.14062	48.69096	9.14062	1
2514	2514	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Florence	1	43.77925, 11.24626	43.77925	11.24626	0
2515	2515	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2516	2516	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2517	2517	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2518	2518	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2519	2519	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2520	2520	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2521	2521	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2522	2522	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2523	2523	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9	46, 2	46.0	2.0	0
2524	2524	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Grèce	1	39, 22	39.0	22.0	1
2525	2525	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2526	2526	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2527	2527	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2528	2528	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2529	2529	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2530	2530	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2531	2531	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7	42.83333, 12.83333	42.83333	12.83333	0
2532	2532	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2533	2533	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2534	2534	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2535	2535	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2536	2536	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2537	2537	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2538	2538	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2539	2539	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2540	2540	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2541	2541	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2542	2542	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2543	2543	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2544	2544	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2545	2545	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2546	2546	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15	48.85341, 2.3488	48.85341	2.3488	0
2547	2547	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Rome	1	41.89193, 12.51133	41.89193	12.51133	1
2548	2548	BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Rome	1	41.89193, 12.51133	41.89193	12.51133	1
2549	2549	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Paris	1	48.85341, 2.3488	48.85341	2.3488	0
2550	2550	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Sparte	1	37.077905, 22.4272985	37.077905	22.4272985	1
2551	2551	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2552	2552	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2553	2553	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2554	2554	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2555	2555	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2556	2556	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2557	2557	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2558	2558	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2559	2559	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9	39.9574327844, 26.2384586227	39.9574327844	26.2384586227	1
2560	2560	SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Tyr	1	33.2698475, 35.2038435	33.2698475	35.2038435	1
2561	2561	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4	32.5, 7.5	32.5	7.5	1
2562	2562	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4	32.5, 7.5	32.5	7.5	1
2563	2563	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4	32.5, 7.5	32.5	7.5	1
2564	2564	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4	32.5, 7.5	32.5	7.5	1
2565	2565	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Asie	2	29.84064, 89.29688	29.84064	89.29688	1
2566	2566	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Asie	2	29.84064, 89.29688	29.84064	89.29688	1
2567	2567	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4	41.8925778, 12.4822154	41.8925778	12.4822154	1
2568	2568	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4	41.8925778, 12.4822154	41.8925778	12.4822154	1
2569	2569	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4	41.8925778, 12.4822154	41.8925778	12.4822154	1
2570	2570	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4	41.8925778, 12.4822154	41.8925778	12.4822154	1
2571	2571	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4	40, -4	40.0	-4.0	0
2572	2572	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4	40, -4	40.0	-4.0	0
2573	2573	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4	40, -4	40.0	-4.0	0
2574	2574	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4	40, -4	40.0	-4.0	0
2575	2575	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Europe	1	48.69096, 9.14062	48.69096	9.14062	1
2576	2576	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	France	1	46, 2	46.0	2.0	0
2577	2577	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Italie	1	42.83333, 12.83333	42.83333	12.83333	0
2578	2578	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Paris	3	48.85341, 2.3488	48.85341	2.3488	0
2579	2579	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Paris	3	48.85341, 2.3488	48.85341	2.3488	0
2580	2580	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Paris	3	48.85341, 2.3488	48.85341	2.3488	0
2581	2581	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2582	2582	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2583	2583	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2584	2584	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2585	2585	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2586	2586	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2587	2587	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2588	2588	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2589	2589	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2590	2590	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2591	2591	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2592	2592	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2593	2593	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2594	2594	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2595	2595	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2596	2596	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2597	2597	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2598	2598	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2599	2599	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2600	2600	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2601	2601	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2602	2602	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2603	2603	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2604	2604	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2605	2605	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2606	2606	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2607	2607	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2608	2608	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2609	2609	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2610	2610	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2611	2611	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
2612	2612	CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26	41.89193, 12.51133	41.89193	12.51133	1
