code	author	title	genre	subgenre	place
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	France	7
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	France	7
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	France	7
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	France	7
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Gange	1
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jérusalem	3
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jérusalem	3
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jérusalem	3
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jourdain	5
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jourdain	5
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jourdain	5
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jourdain	5
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Jourdain	5
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Paris	4
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Paris	4
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Paris	4
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Paris	4
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Seine	1
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Sion	1
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6
VOLTAIRE_ZAIRE	VOLTAIRE (1694-1778)	ZAÏRE, TRAGÉDIE	theatre	tragedy	Syrie	6
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Bretagne	3
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Bretagne	3
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Bretagne	3
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4
PG_FAUSSEINVITE	P. G.	UNE FAUSSE INVITE OU LE PIANO DE BERTHE, COMÉDIE	theatre	comedy	Paris	4
LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Bordeaux	1
LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Égypte	1
LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Paris	1
LAGRANGECHANCEL_AMASIS	LA GRANGE CHANCEL, François-Joseph	AMASIS, TRAGÉDIE	theatre	tragedy	Thèbes	1
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Espagne	1
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	France	2
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	France	2
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Italie	5
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Normandie	1
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Paris	8
FATOUVILLE_ARLEQUINEMPEREURDANSLALUNE	Anne Mauduit de FATOUVILLE	ARLEQUIN EMPEREUR DANS LA LUNE, COMÉDIE	theatre	comedy	Tyr	1
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Asie	1
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Europe	1
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Florence	1
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	France	9
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Grèce	1
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Italie	7
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Paris	15
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Rome	1
BOISSY_FRIVOLITE	BOISSY, Louis de  (1694-1758)	LA FRIVOLITÉ, COMÉDIE.	theatre	comedy	Rome	1
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Paris	1
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Sparte	1
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Troie	9
SOPHOCLE_AJAX	SOPHOCLE	AJAX, TRAGÉDIE.	theatre	tragedy	Tyr	1
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Afrique	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Asie	2
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Asie	2
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Capitole	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Espagne	4
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Europe	1
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	France	1
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Italie	1
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Paris	3
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Paris	3
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Paris	3
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Rome	26
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Tyr	2
CORNEILLEP_SOPHONISBE	CORNEILLE, Pierre (1606-1684)	SOPHONISBE, TRAGÉDIE	theatre	tragedy	Tyr	2
LAMOTTE_OMPHALE	Antoine de LA MOTTE (1672-1731)	OMPHALE, TRAGÉDIE	theatre	tragedy	Némée	1
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	France	9
DUVERT-XAVIER_ODEINA	Félix-Auguste DUVERT (1795-1876)	ODÉINA OU LA CANADIENNE, COMÉDIE-VAUDEVILLE	theatre	comedy	Paris	1
LACROIX_GUERRECOMIQUE	LA CROIX, Jean de	LA GUERRE COMIQUE OU LA DÉFENSE DE L'ÉCOLE DES FEMMES, COMÉDIE	theatre	comedy	Espagne	1
LACROIX_GUERRECOMIQUE	LA CROIX, Jean de	LA GUERRE COMIQUE OU LA DÉFENSE DE L'ÉCOLE DES FEMMES, COMÉDIE	theatre	comedy	France	2
LACROIX_GUERRECOMIQUE	LA CROIX, Jean de	LA GUERRE COMIQUE OU LA DÉFENSE DE L'ÉCOLE DES FEMMES, COMÉDIE	theatre	comedy	France	2
