	basename	author	title	genre	subgenre	placeName	occurrences	coord
31	MONSELET_RHUMATISME	MONSELET, Charles	LE RHUMATISME, MONOLOGUE.	theatre	comedy	France	1	46, 2
32	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Achéron	1	39.2348296, 20.4831346
33	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Afrique	1	32.5, 7.5
34	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Angleterre	1	52.16045, -0.70312
35	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Asie	1	29.84064, 89.29688
36	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Averne	1	40.838333, 14.075
37	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Babylone	1	32.5387834636, 44.4236176449
38	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Byzance	1	41.005902, 28.9738815
39	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Chaldée	1	40.5, 39.5
40	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Danube	1	45.33333, 29.66667
41	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Espagne	2	40, -4
42	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Espagne	2	40, -4
43	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Euphrate	1	34.606583632, 41.3596819651
44	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Europe	1	48.69096, 9.14062
45	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	France	4	46, 2
46	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	France	4	46, 2
47	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	France	4	46, 2
48	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	France	4	46, 2
49	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Grèce	1	39, 22
50	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Inde	1	22.5, 77.5
51	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Italie	1	42.83333, 12.83333
52	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Léon	1	42.66667, -6
53	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Mexique	1	23, -102
54	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Moscovie	1	55.75222, 37.61556
55	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Mycènes	1	37.7300345711, 22.7540710459
56	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
57	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
58	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
59	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
60	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
61	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
62	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
63	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
64	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
65	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
66	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Paris	11	48.85341, 2.3488
67	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Perse	1	32, 53
68	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Rome	1	41.89193, 12.51133
69	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Rome	1	41.89193, 12.51133
70	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Syrie	1	37.5, 37.5
71	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Tyr	1	33.2698475, 35.2038435
72	GILLET_FRANCION	GILLET DE LA TESSONERIE	LA COMÉDIE DE FRANCION, COMÉDIE	theatre	comedy	Vésuve	1	40.82293, 14.42874
73	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Afrique	4	32.5, 7.5
74	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Afrique	4	32.5, 7.5
75	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Afrique	4	32.5, 7.5
76	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Afrique	4	32.5, 7.5
77	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Amathonte	1	34.71292, 33.1429
78	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Asie	1	29.84064, 89.29688
79	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Corinthe	1	37.8980016198, 22.8999795422
80	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Crète	1	35.0627201667, 24.9469437222
81	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Grèce	2	39, 22
82	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Grèce	2	39, 22
83	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Italie	5	42.83333, 12.83333
84	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Italie	5	42.83333, 12.83333
85	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Italie	5	42.83333, 12.83333
86	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Italie	5	42.83333, 12.83333
87	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Italie	5	42.83333, 12.83333
88	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Libye	4	28.9188417513, 22.0840920328
89	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Libye	4	28.9188417513, 22.0840920328
90	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Libye	4	28.9188417513, 22.0840920328
91	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Libye	4	28.9188417513, 22.0840920328
92	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Lycie	2	36.5135325, 29.129311
93	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Lycie	2	36.5135325, 29.129311
94	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Mycènes	2	37.7300345711, 22.7540710459
95	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Mycènes	2	37.7300345711, 22.7540710459
96	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Paris	3	48.85341, 2.3488
97	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Paris	3	48.85341, 2.3488
98	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Paris	3	48.85341, 2.3488
99	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Rome	2	41.89193, 12.51133
100	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Rome	2	41.89193, 12.51133
101	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Rome	2	41.89193, 12.51133
102	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Rome	2	41.89193, 12.51133
103	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Scythie	2	42.5, 27.5
104	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Scythie	2	42.5, 27.5
105	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Thèbes	1	38.319156, 23.317577
106	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Tibre	1	41.74032, 12.23371
107	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Troie	17	39.9574327844, 26.2384586227
